nom,intérêts,niveau,competences,domaine
Personne 204,"[""Cloud Computing"", ""IA"", ""Python""]",Intermédiaire,"[""Analyse de donn\u00e9es"", ""CSS""]",Marketing Digital
Personne 205,"[""NLP""]",Avancé,"[""R"", ""Analyse de donn\u00e9es"", ""Tableau"", ""Gestion de projet""]",Data Science
Personne 206,"[""CSS"", ""JavaScript""]",Intermédiaire,"[""Docker"", ""Power BI"", ""Excel"", ""CSS""]",Informatique
Personne 207,"[""CSS"", ""HTML"", ""Machine Learning""]",Avancé,"[""Power BI"", ""Communication"", ""R\u00e9solution de probl\u00e8mes"", ""Python"", ""HTML""]",Informatique
Personne 208,"[""Machine Learning"", ""Computer Vision"", ""Data Analysis""]",Avancé,"[""Analyse de donn\u00e9es"", ""CSS""]",Développement Web
Personne 209,"[""SQL"", ""Angular"", ""Cloud Computing""]",Débutant,"[""SQL"", ""Azure"", ""Docker""]",Développement Web
Personne 210,"[""JavaScript""]",Débutant,"[""SQL"", ""R"", ""Docker"", ""Google Cloud"", ""R\u00e9solution de probl\u00e8mes""]",Data Science
Personne 211,"[""Node.js"", ""Python"", ""Machine Learning""]",Avancé,"[""Excel"", ""JavaScript""]",Gestion de Projet
Personne 212,"[""Big Data"", ""CSS"", ""NLP""]",Avancé,"[""CSS"", ""Python""]",Développement Web
Personne 213,"[""Node.js"", ""SQL""]",Débutant,"[""CSS"", ""Python""]",Informatique
Personne 214,"[""Data Analysis""]",Avancé,"[""Google Cloud"", ""CSS"", ""AWS"", ""Gestion de projet""]",Gestion de Projet
Personne 215,"[""HTML"", ""Big Data""]",Intermédiaire,"[""HTML"", ""Python"", ""Tableau"", ""AWS"", ""Power BI""]",Gestion de Projet
Personne 216,"[""Big Data"", ""Data Analysis"", ""HTML""]",Débutant,"[""Analyse de donn\u00e9es"", ""SQL"", ""R"", ""Git""]",Informatique
Personne 217,"[""IA""]",Avancé,"[""JavaScript"", ""R\u00e9solution de probl\u00e8mes"", ""CSS""]",Informatique
Personne 218,"[""Data Analysis"", ""SQL"", ""NLP""]",Débutant,"[""Python"", ""CSS"", ""HTML"", ""Google Cloud""]",Informatique
Personne 219,"[""React"", ""Web Development""]",Débutant,"[""SQL"", ""Tableau""]",Développement Web
Personne 220,"[""HTML"", ""IA""]",Avancé,"[""Python"", ""Azure""]",Informatique
Personne 221,"[""SQL""]",Intermédiaire,"[""Docker"", ""Communication"", ""CSS"", ""HTML"", ""Azure""]",Développement Web
Personne 222,"[""SQL""]",Avancé,"[""AWS"", ""CSS""]",Marketing Digital
Personne 223,"[""CSS"", ""Data Analysis""]",Avancé,"[""Python"", ""Docker""]",Développement Web
Personne 224,"[""Machine Learning"", ""CSS"", ""Angular""]",Intermédiaire,"[""Docker"", ""Excel"", ""Azure""]",Informatique
Personne 225,"[""React""]",Avancé,"[""Git"", ""Docker"", ""JavaScript""]",Développement Web
Personne 226,"[""Machine Learning"", ""React"", ""Node.js""]",Intermédiaire,"[""SQL"", ""Python"", ""Google Cloud"", ""CSS""]",Développement Web
Personne 227,"[""Python""]",Avancé,"[""Gestion de projet"", ""Power BI"", ""AWS""]",Informatique
Personne 228,"[""Computer Vision""]",Avancé,"[""HTML"", ""Git"", ""Excel"", ""Azure""]",Data Science
Personne 229,"[""Python"", ""HTML"", ""SQL""]",Débutant,"[""Azure"", ""SQL"", ""R"", ""Analyse de donn\u00e9es"", ""Tableau""]",Data Science
Personne 230,"[""SQL"", ""Data Analysis"", ""React""]",Avancé,"[""Gestion de projet"", ""CSS"", ""Python"", ""Power BI"", ""JavaScript""]",Informatique
Personne 231,"[""Node.js""]",Avancé,"[""R"", ""Tableau""]",Gestion de Projet
Personne 232,"[""SQL"", ""NLP""]",Intermédiaire,"[""Docker"", ""Azure""]",Informatique
Personne 233,"[""React""]",Intermédiaire,"[""R"", ""Tableau"", ""CSS"", ""Gestion de projet"", ""SQL""]",Développement Web
Personne 234,"[""CSS"", ""Big Data""]",Avancé,"[""R"", ""Communication"", ""Tableau"", ""SQL"", ""Azure""]",Informatique
Personne 235,"[""Machine Learning""]",Intermédiaire,"[""HTML"", ""Power BI"", ""JavaScript"", ""Tableau"", ""Git""]",Data Science
Personne 236,"[""Big Data"", ""Machine Learning"", ""IA""]",Avancé,"[""Communication"", ""Excel""]",Informatique
Personne 237,"[""JavaScript""]",Intermédiaire,"[""Git"", ""Tableau""]",Informatique
Personne 238,"[""Angular""]",Intermédiaire,"[""Analyse de donn\u00e9es"", ""CSS""]",Marketing Digital
Personne 239,"[""JavaScript""]",Débutant,"[""Tableau"", ""Python"", ""CSS"", ""R""]",Data Science
Personne 240,"[""Computer Vision"", ""React"", ""Big Data""]",Débutant,"[""Python"", ""Communication"", ""Tableau"", ""R"", ""Power BI""]",Data Science
Personne 241,"[""Web Development"", ""SQL""]",Débutant,"[""Power BI"", ""Communication"", ""Git"", ""Azure""]",Data Science
Personne 242,"[""Machine Learning"", ""Python""]",Débutant,"[""R\u00e9solution de probl\u00e8mes"", ""AWS"", ""R"", ""Docker"", ""Analyse de donn\u00e9es""]",Développement Web
Personne 243,"[""SQL"", ""JavaScript"", ""Node.js""]",Avancé,"[""Docker"", ""Gestion de projet""]",Data Science
Personne 244,"[""HTML"", ""CSS""]",Avancé,"[""JavaScript"", ""CSS"", ""Gestion de projet"", ""Analyse de donn\u00e9es""]",Data Science
Personne 245,"[""React"", ""SQL""]",Avancé,"[""CSS"", ""Communication"", ""AWS"", ""Tableau""]",Marketing Digital
Personne 246,"[""CSS"", ""NLP"", ""Python""]",Avancé,"[""JavaScript"", ""SQL""]",Data Science
Personne 247,"[""NLP"", ""Machine Learning"", ""Web Development""]",Intermédiaire,"[""Analyse de donn\u00e9es"", ""AWS"", ""R""]",Marketing Digital
Personne 248,"[""NLP"", ""SQL""]",Avancé,"[""Git"", ""R\u00e9solution de probl\u00e8mes"", ""Excel""]",Informatique
Personne 249,"[""Computer Vision"", ""SQL""]",Avancé,"[""Excel"", ""CSS""]",Informatique
Personne 250,"[""Computer Vision""]",Intermédiaire,"[""CSS"", ""R\u00e9solution de probl\u00e8mes"", ""Git""]",Développement Web
Personne 251,"[""HTML"", ""NLP""]",Débutant,"[""Tableau"", ""Gestion de projet"", ""HTML"", ""Docker""]",Data Science
Personne 252,"[""Node.js"", ""Big Data"", ""Machine Learning""]",Avancé,"[""Docker"", ""CSS"", ""HTML"", ""Power BI""]",Développement Web
Personne 253,"[""Computer Vision""]",Débutant,"[""AWS"", ""R\u00e9solution de probl\u00e8mes"", ""Communication""]",Informatique
Personne 254,"[""Data Analysis"", ""IA"", ""Big Data""]",Débutant,"[""SQL"", ""Gestion de projet"", ""CSS""]",Marketing Digital
Personne 255,"[""Angular""]",Intermédiaire,"[""Analyse de donn\u00e9es"", ""AWS"", ""Communication""]",Gestion de Projet
Personne 256,"[""Web Development"", ""IA"", ""SQL""]",Débutant,"[""Git"", ""JavaScript"", ""CSS""]",Informatique
Personne 257,"[""React"", ""CSS"", ""Python""]",Débutant,"[""Power BI"", ""R""]",Développement Web
Personne 258,"[""NLP""]",Débutant,"[""Power BI"", ""Gestion de projet""]",Informatique
Personne 259,"[""JavaScript""]",Intermédiaire,"[""CSS"", ""Tableau""]",Data Science
Personne 260,"[""Python"", ""Cloud Computing""]",Avancé,"[""Analyse de donn\u00e9es"", ""R\u00e9solution de probl\u00e8mes"", ""AWS"", ""Python"", ""SQL""]",Data Science
Personne 261,"[""Computer Vision""]",Débutant,"[""R\u00e9solution de probl\u00e8mes"", ""Tableau"", ""Docker"", ""JavaScript"", ""Excel""]",Data Science
Personne 262,"[""Python""]",Avancé,"[""Power BI"", ""Analyse de donn\u00e9es"", ""Docker"", ""Gestion de projet""]",Informatique
Personne 263,"[""Data Analysis"", ""IA""]",Débutant,"[""Tableau"", ""Gestion de projet"", ""Excel"", ""AWS""]",Marketing Digital
Personne 264,"[""NLP""]",Intermédiaire,"[""JavaScript"", ""Power BI"", ""Docker"", ""Python""]",Marketing Digital
Personne 265,"[""Cloud Computing"", ""SQL""]",Débutant,"[""Azure"", ""Tableau"", ""HTML""]",Informatique
Personne 266,"[""Angular"", ""Node.js"", ""JavaScript""]",Débutant,"[""CSS"", ""Gestion de projet""]",Marketing Digital
Personne 267,"[""Big Data""]",Avancé,"[""R"", ""JavaScript"", ""Tableau"", ""Analyse de donn\u00e9es"", ""CSS""]",Informatique
Personne 268,"[""Node.js"", ""Data Analysis""]",Avancé,"[""Gestion de projet"", ""Communication"", ""CSS"", ""Google Cloud""]",Développement Web
Personne 269,"[""Angular""]",Avancé,"[""Docker"", ""JavaScript"", ""Google Cloud"", ""Power BI"", ""Tableau""]",Marketing Digital
Personne 270,"[""Data Analysis""]",Intermédiaire,"[""SQL"", ""CSS"", ""AWS"", ""Tableau""]",Data Science
Personne 271,"[""Cloud Computing""]",Débutant,"[""Excel"", ""Docker"", ""JavaScript"", ""Power BI""]",Marketing Digital
Personne 272,"[""Cloud Computing""]",Intermédiaire,"[""Azure"", ""Gestion de projet"", ""R""]",Marketing Digital
Personne 273,"[""Big Data"", ""JavaScript""]",Débutant,"[""Python"", ""JavaScript"", ""Tableau"", ""Excel"", ""AWS""]",Informatique
Personne 274,"[""Big Data""]",Débutant,"[""Excel"", ""HTML"", ""R\u00e9solution de probl\u00e8mes"", ""Docker"", ""Power BI""]",Marketing Digital
Personne 275,"[""Machine Learning"", ""SQL"", ""Data Analysis""]",Débutant,"[""Git"", ""Communication"", ""AWS"", ""Tableau"", ""Power BI""]",Informatique
Personne 276,"[""Data Analysis"", ""NLP"", ""Machine Learning""]",Intermédiaire,"[""Gestion de projet"", ""CSS"", ""Tableau""]",Marketing Digital
Personne 277,"[""Python"", ""SQL""]",Avancé,"[""Gestion de projet"", ""Communication"", ""R"", ""JavaScript""]",Marketing Digital
Personne 278,"[""SQL""]",Avancé,"[""Docker"", ""JavaScript"", ""Communication""]",Marketing Digital
Personne 279,"[""Web Development"", ""Node.js"", ""Data Analysis""]",Débutant,"[""Analyse de donn\u00e9es"", ""SQL""]",Développement Web
Personne 280,"[""React"", ""Machine Learning"", ""Big Data""]",Débutant,"[""JavaScript"", ""Excel"", ""Gestion de projet"", ""Tableau"", ""AWS""]",Informatique
Personne 281,"[""CSS""]",Débutant,"[""AWS"", ""CSS""]",Data Science
Personne 282,"[""SQL"", ""Angular"", ""Big Data""]",Débutant,"[""Tableau"", ""Communication""]",Gestion de Projet
Personne 283,"[""Web Development"", ""CSS""]",Avancé,"[""AWS"", ""CSS""]",Informatique
Personne 284,"[""CSS"", ""Angular""]",Intermédiaire,"[""Azure"", ""Analyse de donn\u00e9es"", ""JavaScript"", ""R"", ""Communication""]",Développement Web
Personne 285,"[""CSS"", ""Web Development"", ""JavaScript""]",Intermédiaire,"[""CSS"", ""Azure"", ""R"", ""Tableau""]",Gestion de Projet
Personne 286,"[""React"", ""Machine Learning"", ""SQL""]",Intermédiaire,"[""Google Cloud"", ""Power BI"", ""Analyse de donn\u00e9es""]",Informatique
Personne 287,"[""Angular"", ""IA"", ""SQL""]",Intermédiaire,"[""Docker"", ""AWS"", ""Communication"", ""JavaScript"", ""Azure""]",Développement Web
Personne 288,"[""Angular""]",Débutant,"[""AWS"", ""Excel""]",Développement Web
Personne 289,"[""HTML""]",Débutant,"[""JavaScript"", ""Excel"", ""Tableau"", ""R"", ""CSS""]",Data Science
Personne 290,"[""JavaScript""]",Avancé,"[""CSS"", ""JavaScript"", ""Azure"", ""Power BI""]",Data Science
Personne 291,"[""Angular"", ""React"", ""Data Analysis""]",Intermédiaire,"[""Analyse de donn\u00e9es"", ""HTML"", ""R"", ""Gestion de projet"", ""SQL""]",Informatique
Personne 292,"[""IA"", ""CSS""]",Débutant,"[""Google Cloud"", ""HTML"", ""Python"", ""Gestion de projet"", ""Power BI""]",Informatique
Personne 293,"[""CSS""]",Avancé,"[""Communication"", ""SQL""]",Développement Web
Personne 294,"[""JavaScript""]",Débutant,"[""Tableau"", ""R""]",Marketing Digital
Personne 295,"[""Python"", ""Data Analysis"", ""CSS""]",Avancé,"[""CSS"", ""Azure"", ""Power BI""]",Développement Web
Personne 296,"[""Data Analysis""]",Débutant,"[""Communication"", ""Power BI"", ""R"", ""CSS"", ""SQL""]",Informatique
Personne 297,"[""Python"", ""Angular"", ""NLP""]",Débutant,"[""Communication"", ""R\u00e9solution de probl\u00e8mes"", ""CSS"", ""AWS""]",Data Science
Personne 298,"[""Web Development""]",Intermédiaire,"[""SQL"", ""JavaScript""]",Data Science
Personne 299,"[""Angular""]",Débutant,"[""Google Cloud"", ""Git"", ""Azure"", ""R\u00e9solution de probl\u00e8mes""]",Développement Web
Personne 300,"[""Angular""]",Débutant,"[""CSS"", ""SQL"", ""Docker""]",Développement Web
Personne 301,"[""Machine Learning"", ""Python"", ""Big Data""]",Avancé,"[""JavaScript"", ""CSS"", ""HTML"", ""Power BI""]",Marketing Digital
Personne 302,"[""IA""]",Débutant,"[""Git"", ""Gestion de projet"", ""JavaScript""]",Gestion de Projet
Personne 303,"[""Node.js""]",Avancé,"[""Analyse de donn\u00e9es"", ""Python"", ""Google Cloud"", ""Docker""]",Développement Web
Personne 304,"[""Web Development""]",Débutant,"[""Tableau"", ""HTML"", ""Communication""]",Marketing Digital
Personne 305,"[""Node.js"", ""HTML""]",Débutant,"[""Python"", ""Google Cloud"", ""Azure"", ""R\u00e9solution de probl\u00e8mes"", ""SQL""]",Développement Web
Personne 306,"[""Computer Vision"", ""JavaScript""]",Débutant,"[""Excel"", ""Docker"", ""Gestion de projet"", ""SQL"", ""Communication""]",Développement Web
Personne 307,"[""Angular"", ""Big Data"", ""JavaScript""]",Intermédiaire,"[""SQL"", ""Power BI"", ""Communication""]",Marketing Digital
Personne 308,"[""Data Analysis"", ""NLP"", ""HTML""]",Avancé,"[""HTML"", ""Gestion de projet""]",Développement Web
Personne 309,"[""Machine Learning"", ""Node.js"", ""HTML""]",Avancé,"[""CSS"", ""HTML"", ""Communication"", ""Python"", ""Gestion de projet""]",Développement Web
Personne 310,"[""Node.js"", ""Machine Learning""]",Avancé,"[""Git"", ""AWS"", ""Docker"", ""SQL""]",Informatique
Personne 311,"[""Web Development"", ""Python""]",Intermédiaire,"[""HTML"", ""Git"", ""CSS"", ""Azure"", ""Tableau""]",Gestion de Projet
Personne 312,"[""Node.js""]",Avancé,"[""SQL"", ""CSS"", ""JavaScript"", ""AWS""]",Informatique
Personne 313,"[""CSS""]",Intermédiaire,"[""R"", ""Gestion de projet"", ""Azure""]",Informatique
Personne 314,"[""Computer Vision"", ""IA""]",Intermédiaire,"[""Tableau"", ""Excel""]",Gestion de Projet
Personne 315,"[""CSS"", ""Machine Learning""]",Avancé,"[""Azure"", ""Communication"", ""JavaScript"", ""HTML""]",Data Science
Personne 316,"[""JavaScript"", ""CSS"", ""IA""]",Avancé,"[""Analyse de donn\u00e9es"", ""R"", ""Python""]",Développement Web
Personne 317,"[""Machine Learning"", ""IA""]",Intermédiaire,"[""Google Cloud"", ""Git""]",Data Science
Personne 318,"[""Data Analysis""]",Avancé,"[""AWS"", ""R"", ""Tableau"", ""Docker""]",Informatique
Personne 319,"[""CSS""]",Débutant,"[""HTML"", ""CSS"", ""Docker"", ""Git"", ""Excel""]",Data Science
Personne 320,"[""React""]",Débutant,"[""Docker"", ""Azure"", ""Tableau"", ""AWS""]",Développement Web
Personne 321,"[""Big Data""]",Intermédiaire,"[""Power BI"", ""Analyse de donn\u00e9es"", ""Azure""]",Marketing Digital
Personne 322,"[""Big Data"", ""IA"", ""HTML""]",Débutant,"[""Excel"", ""R""]",Développement Web
Personne 323,"[""Computer Vision""]",Avancé,"[""HTML"", ""Docker"", ""Communication"", ""AWS""]",Gestion de Projet
Personne 324,"[""HTML"", ""SQL"", ""Web Development""]",Avancé,"[""Python"", ""Tableau"", ""Excel"", ""Communication"", ""Git""]",Informatique
Personne 325,"[""Machine Learning"", ""Web Development"", ""Data Analysis""]",Intermédiaire,"[""R"", ""CSS"", ""R\u00e9solution de probl\u00e8mes"", ""Google Cloud""]",Gestion de Projet
Personne 326,"[""Computer Vision"", ""IA"", ""Node.js""]",Avancé,"[""JavaScript"", ""R\u00e9solution de probl\u00e8mes"", ""Git"", ""Communication""]",Informatique
Personne 327,"[""Node.js"", ""NLP"", ""Angular""]",Débutant,"[""Tableau"", ""Communication""]",Développement Web
Personne 328,"[""NLP"", ""Web Development""]",Intermédiaire,"[""Excel"", ""R"", ""CSS"", ""Git""]",Développement Web
Personne 329,"[""Data Analysis"", ""Python""]",Avancé,"[""SQL"", ""HTML""]",Data Science
Personne 330,"[""React"", ""CSS""]",Intermédiaire,"[""Azure"", ""SQL"", ""R""]",Data Science
Personne 331,"[""Angular""]",Intermédiaire,"[""HTML"", ""Gestion de projet"", ""JavaScript""]",Développement Web
Personne 332,"[""Web Development""]",Débutant,"[""Git"", ""Google Cloud""]",Informatique
Personne 333,"[""Cloud Computing""]",Avancé,"[""Communication"", ""Excel"", ""Gestion de projet"", ""SQL"", ""AWS""]",Informatique
Personne 334,"[""Machine Learning""]",Avancé,"[""Docker"", ""Python"", ""JavaScript"", ""Communication""]",Marketing Digital
Personne 335,"[""Python"", ""Node.js""]",Débutant,"[""SQL"", ""Analyse de donn\u00e9es"", ""R\u00e9solution de probl\u00e8mes"", ""Git""]",Gestion de Projet
Personne 336,"[""Web Development"", ""IA"", ""SQL""]",Débutant,"[""R"", ""Git"", ""R\u00e9solution de probl\u00e8mes"", ""Python"", ""Analyse de donn\u00e9es""]",Gestion de Projet
Personne 337,"[""JavaScript"", ""Cloud Computing"", ""Computer Vision""]",Avancé,"[""Git"", ""Azure"", ""Python"", ""Communication"", ""Power BI""]",Développement Web
Personne 338,"[""CSS""]",Intermédiaire,"[""Git"", ""SQL""]",Data Science
Personne 339,"[""React"", ""Cloud Computing"", ""Angular""]",Avancé,"[""Azure"", ""Gestion de projet"", ""R""]",Développement Web
Personne 340,"[""Node.js""]",Débutant,"[""Python"", ""Excel"", ""Docker"", ""Communication""]",Informatique
Personne 341,"[""React""]",Intermédiaire,"[""Google Cloud"", ""Tableau"", ""JavaScript""]",Marketing Digital
Personne 342,"[""Node.js"", ""Python""]",Débutant,"[""CSS"", ""R\u00e9solution de probl\u00e8mes"", ""Excel""]",Data Science
Personne 343,"[""CSS""]",Avancé,"[""AWS"", ""SQL"", ""JavaScript""]",Data Science
Personne 344,"[""Node.js"", ""JavaScript""]",Avancé,"[""Google Cloud"", ""Excel"", ""CSS"", ""SQL""]",Développement Web
Personne 345,"[""Angular"", ""SQL""]",Débutant,"[""SQL"", ""Excel"", ""Gestion de projet"", ""Docker"", ""Power BI""]",Marketing Digital
Personne 346,"[""Data Analysis""]",Intermédiaire,"[""SQL"", ""Power BI""]",Marketing Digital
Personne 347,"[""Python"", ""Cloud Computing""]",Avancé,"[""Power BI"", ""CSS""]",Gestion de Projet
Personne 348,"[""Angular""]",Intermédiaire,"[""Analyse de donn\u00e9es"", ""Python"", ""Docker"", ""R"", ""AWS""]",Gestion de Projet
Personne 349,"[""Cloud Computing""]",Débutant,"[""Git"", ""AWS""]",Marketing Digital
Personne 350,"[""Node.js"", ""Web Development""]",Intermédiaire,"[""CSS"", ""Git"", ""Communication"", ""Gestion de projet""]",Marketing Digital
Personne 351,"[""Angular""]",Intermédiaire,"[""Excel"", ""Analyse de donn\u00e9es"", ""SQL""]",Informatique
Personne 352,"[""Machine Learning"", ""Data Analysis"", ""Angular""]",Débutant,"[""Analyse de donn\u00e9es"", ""Docker"", ""Gestion de projet"", ""Tableau""]",Data Science
Personne 353,"[""HTML""]",Intermédiaire,"[""Google Cloud"", ""Power BI"", ""CSS"", ""SQL""]",Data Science
Personne 354,"[""Python"", ""Data Analysis"", ""Angular""]",Intermédiaire,"[""SQL"", ""R"", ""Analyse de donn\u00e9es"", ""Google Cloud""]",Gestion de Projet
Personne 355,"[""Computer Vision"", ""Web Development"", ""NLP""]",Débutant,"[""Python"", ""Excel"", ""HTML""]",Informatique
Personne 356,"[""Angular"", ""Node.js""]",Avancé,"[""SQL"", ""JavaScript"", ""Gestion de projet"", ""Git"", ""Tableau""]",Marketing Digital
Personne 357,"[""Web Development"", ""HTML""]",Avancé,"[""R\u00e9solution de probl\u00e8mes"", ""HTML"", ""Power BI""]",Marketing Digital
Personne 358,"[""Machine Learning""]",Avancé,"[""AWS"", ""CSS"", ""Tableau"", ""Gestion de projet"", ""Python""]",Gestion de Projet
